trainoss,0.065427,0.01484,1,1,56.6667,43.3333,43.3333,
trainoss,0.065709,0.011208,1,2,88.3333,11.6667,11.6667,
trainoss,0.058039,0.011935,1,3,85,15,15,
trainoss,0.15071,0.018865,1,4,86.6667,13.3333,13.3333,
trainoss,0.10505,0.012907,1,5,91.6667,8.3333,8.3333,
trainoss,0.13076,0.019517,1,10,88.3333,11.6667,11.6667,
trainoss,0.090721,0.014829,1,15,85,15,15,
trainoss,0.30627,0.015485,1,20,86.6667,13.3333,13.3333,
trainoss,0.11854,0.047012,1,25,85,15,15,
trainoss,0.16806,0.013789,1,30,88.3333,11.6667,11.6667,
trainoss,0.14692,0.012623,1,35,86.6667,13.3333,13.3333,
trainoss,0.076477,0.013439,1,40,95,5,5,
trainoss,0.076264,0.014175,1,45,91.6667,8.3333,8.3333,
trainoss,0.11402,0.014122,1,50,88.3333,11.6667,11.6667,
trainoss,0.090469,0.016304,1,55,91.6667,8.3333,8.3333,
trainoss,0.11831,0.014168,1,60,88.3333,11.6667,11.6667,
trainoss,0.062737,0.013872,1,65,86.6667,13.3333,13.3333,
trainoss,0.092396,0.014781,1,70,90,10,10,
trainoss,0.13041,0.016752,1,80,85,15,15,
trainoss,0.11323,0.013299,1,90,90,10,10,
trainoss,0.25543,0.016216,1,100,88.3333,11.6667,11.6667,
trainoss,0.20226,0.014062,1,110,88.3333,11.6667,11.6667,
trainoss,0.090986,0.014998,1,120,91.6667,8.3333,8.3333,
trainoss,0.15417,0.012201,1,130,86.6667,13.3333,13.3333,
trainoss,0.090224,0.013045,1,140,86.6667,13.3333,13.3333,
trainoss,0.06737,0.012242,1,150,93.3333,6.6667,6.6667,
trainoss,0.25211,0.015283,1,160,91.6667,8.3333,8.3333,
trainoss,0.20395,0.021994,1,170,88.3333,11.6667,11.6667,
trainoss,0.24304,0.013521,1,180,88.3333,11.6667,11.6667,
trainoss,0.39418,0.016263,1,190,88.3333,11.6667,11.6667,
trainoss,0.12299,0.012422,1,200,86.6667,13.3333,13.3333,
trainoss,0.098214,0.017813,2,1,60,40,40,
trainoss,0.17026,0.014315,2,2,91.6667,8.3333,8.3333,
trainoss,0.092977,0.013035,2,3,90,10,10,
trainoss,0.10266,0.013007,2,4,91.6667,8.3333,8.3333,
trainoss,0.16262,0.016431,2,5,90,10,10,
trainoss,0.097639,0.0137,2,10,85,15,15,
trainoss,0.1315,0.013173,2,15,88.3333,11.6667,11.6667,
trainoss,0.13437,0.016035,2,20,91.6667,8.3333,8.3333,
trainoss,0.21465,0.013269,2,25,86.6667,13.3333,13.3333,
trainoss,0.14577,0.01563,2,30,81.6667,18.3333,18.3333,
trainoss,0.24313,0.02193,2,35,88.3333,11.6667,11.6667,
trainoss,0.077931,0.018512,2,40,90,10,10,
trainoss,0.23623,0.013725,2,45,86.6667,13.3333,13.3333,
trainoss,0.11725,0.017063,2,50,93.3333,6.6667,6.6667,
trainoss,0.18432,0.015938,2,55,86.6667,13.3333,13.3333,
trainoss,0.082274,0.016754,2,60,88.3333,11.6667,11.6667,
trainoss,0.16526,0.016371,2,65,88.3333,11.6667,11.6667,
trainoss,0.2643,0.013773,2,70,88.3333,11.6667,11.6667,
trainoss,0.26006,0.014116,2,80,90,10,10,
trainoss,0.11134,0.0142,2,90,81.6667,18.3333,18.3333,
trainoss,0.18227,0.01764,2,100,93.3333,6.6667,6.6667,
trainoss,0.17428,0.016577,2,110,85,15,15,
trainoss,0.23797,0.017128,2,120,88.3333,11.6667,11.6667,
trainoss,0.38381,0.016679,2,130,86.6667,13.3333,13.3333,
trainoss,0.20074,0.017894,2,140,86.6667,13.3333,13.3333,
trainoss,0.20912,0.01651,2,150,85,15,15,
trainoss,0.26096,0.015858,2,160,85,15,15,
trainoss,0.24774,0.01708,2,170,86.6667,13.3333,13.3333,
trainoss,0.42646,0.015479,2,180,91.6667,8.3333,8.3333,
trainoss,0.25572,0.019939,2,190,86.6667,13.3333,13.3333,
trainoss,0.73664,0.015914,2,200,78.3333,21.6667,21.6667,
trainoss,0.080903,0.017114,3,1,58.3333,41.6667,41.6667,
trainoss,0.053826,0.016637,3,2,35,65,65,
trainoss,0.13886,0.015751,3,3,91.6667,8.3333,8.3333,
trainoss,0.27551,0.016054,3,4,73.3333,26.6667,26.6667,
trainoss,0.13902,0.020147,3,5,83.3333,16.6667,16.6667,
trainoss,0.071416,0.015556,3,10,90,10,10,
trainoss,0.10749,0.016355,3,15,86.6667,13.3333,13.3333,
trainoss,0.086368,0.018945,3,20,86.6667,13.3333,13.3333,
trainoss,0.1198,0.016115,3,25,80,20,20,
trainoss,0.30265,0.016169,3,30,85,15,15,
trainoss,0.13474,0.015734,3,35,91.6667,8.3333,8.3333,
trainoss,0.12844,0.015805,3,40,86.6667,13.3333,13.3333,
trainoss,0.194,0.01601,3,45,76.6667,23.3333,23.3333,
trainoss,0.25536,0.018933,3,50,85,15,15,
trainoss,0.16517,0.01593,3,55,85,15,15,
trainoss,0.16349,0.018007,3,60,88.3333,11.6667,11.6667,
trainoss,0.21937,0.023105,3,65,91.6667,8.3333,8.3333,
trainoss,0.23042,0.023579,3,70,86.6667,13.3333,13.3333,
trainoss,0.19732,0.019742,3,80,91.6667,8.3333,8.3333,
trainoss,0.4033,0.020122,3,90,88.3333,11.6667,11.6667,
trainoss,0.23915,0.01726,3,100,91.6667,8.3333,8.3333,
trainoss,0.39096,0.019011,3,110,88.3333,11.6667,11.6667,
trainoss,0.34907,0.018361,3,120,86.6667,13.3333,13.3333,
trainoss,1.0559,0.023607,3,130,85,15,15,
trainoss,0.58334,0.028351,3,140,85,15,15,
trainoss,0.58784,0.023884,3,150,85,15,15,
trainoss,0.52367,0.023128,3,160,90,10,10,
trainoss,0.6766,0.017955,3,170,88.3333,11.6667,11.6667,
trainoss,0.32022,0.02769,3,180,91.6667,8.3333,8.3333,
trainoss,0.70014,0.018575,3,190,88.3333,11.6667,11.6667,
trainoss,0.60682,0.034465,3,200,96.6667,3.3333,3.3333,
trainoss,0.086088,0.025793,4,1,63.3333,36.6667,36.6667,
trainoss,0.044843,0.019589,4,2,33.3333,66.6667,66.6667,
trainoss,0.1088,0.01698,4,3,61.6667,38.3333,38.3333,
trainoss,0.053905,0.017963,4,4,33.3333,66.6667,66.6667,
trainoss,0.086304,0.018689,4,5,85,15,15,
trainoss,0.16029,0.021836,4,10,85,15,15,
trainoss,0.096853,0.017798,4,15,85,15,15,
trainoss,0.13339,0.018045,4,20,88.3333,11.6667,11.6667,
trainoss,0.22791,0.023692,4,25,83.3333,16.6667,16.6667,
trainoss,0.13856,0.018194,4,30,96.6667,3.3333,3.3333,
trainoss,0.1814,0.018027,4,35,86.6667,13.3333,13.3333,
trainoss,0.17665,0.024389,4,40,88.3333,11.6667,11.6667,
trainoss,0.31731,0.01864,4,45,86.6667,13.3333,13.3333,
trainoss,0.14421,0.017938,4,50,91.6667,8.3333,8.3333,
trainoss,0.60086,0.024099,4,55,90,10,10,
trainoss,0.18793,0.023193,4,60,88.3333,11.6667,11.6667,
trainoss,0.42011,0.018516,4,65,85,15,15,
trainoss,0.4144,0.020538,4,70,90,10,10,
trainoss,1.4448,0.030482,4,80,86.6667,13.3333,13.3333,
trainoss,0.29087,0.019157,4,90,91.6667,8.3333,8.3333,
trainoss,0.70386,0.038108,4,100,86.6667,13.3333,13.3333,
trainoss,0.59527,0.025534,4,110,91.6667,8.3333,8.3333,
trainoss,0.61324,0.0328,4,120,91.6667,8.3333,8.3333,
trainoss,0.76072,0.030544,4,130,85,15,15,
trainoss,0.70672,0.021197,4,140,90,10,10,
trainoss,0.96315,0.020601,4,150,90,10,10,
trainoss,0.68479,0.021134,4,160,91.6667,8.3333,8.3333,
trainoss,0.63356,0.027721,4,170,88.3333,11.6667,11.6667,
trainoss,0.61829,0.022391,4,180,88.3333,11.6667,11.6667,
trainoss,1.0856,0.025624,4,190,88.3333,11.6667,11.6667,
trainoss,0.76165,0.042691,4,200,91.6667,8.3333,8.3333,
traingd,1.5731,0.023369,1,1,63.3333,36.6667,36.6667,
traingd,0.38003,0.020151,1,2,53.3333,46.6667,46.6667,
traingd,1.2209,0.011559,1,3,56.6667,43.3333,43.3333,
traingd,1.2698,0.012788,1,4,56.6667,43.3333,43.3333,
traingd,1.2558,0.012073,1,5,85,15,15,
traingd,1.3344,0.011921,1,10,95,5,5,
traingd,1.3476,0.011562,1,15,88.3333,11.6667,11.6667,
traingd,1.3987,0.014556,1,20,95,5,5,
traingd,1.4451,0.012666,1,25,90,10,10,
traingd,1.691,0.013602,1,30,91.6667,8.3333,8.3333,
traingd,1.6795,0.011649,1,35,88.3333,11.6667,11.6667,
traingd,1.5999,0.01216,1,40,85,15,15,
traingd,2.3506,0.014408,1,45,91.6667,8.3333,8.3333,
traingd,1.5759,0.013882,1,50,90,10,10,
traingd,2.184,0.020881,1,55,91.6667,8.3333,8.3333,
traingd,2.267,0.012583,1,60,86.6667,13.3333,13.3333,
traingd,1.8798,0.012147,1,65,90,10,10,
traingd,2.1437,0.020545,1,70,85,15,15,
traingd,1.7939,0.013154,1,80,83.3333,16.6667,16.6667,
traingd,1.7617,0.012182,1,90,90,10,10,
traingd,1.929,0.016203,1,100,90,10,10,
traingd,2.5306,0.016314,1,110,88.3333,11.6667,11.6667,
traingd,2.2715,0.01792,1,120,81.6667,18.3333,18.3333,
traingd,2.4922,0.012211,1,130,95,5,5,
traingd,3.4212,0.012364,1,140,86.6667,13.3333,13.3333,
traingd,3.2129,0.014348,1,150,90,10,10,
traingd,3.3152,0.013977,1,160,88.3333,11.6667,11.6667,
traingd,3.1116,0.012142,1,170,85,15,15,
traingd,4.4079,0.014321,1,180,80,20,20,
traingd,2.534,0.014365,1,190,75,25,25,
traingd,5.1764,0.01509,1,200,85,15,15,
traingd,1.4296,0.014838,2,1,61.6667,38.3333,38.3333,
traingd,2.2426,0.019644,2,2,60,40,40,
traingd,1.4966,0.015189,2,3,86.6667,13.3333,13.3333,
traingd,1.3774,0.016258,2,4,76.6667,23.3333,23.3333,
traingd,1.4835,0.014291,2,5,53.3333,46.6667,46.6667,
traingd,1.4629,0.013061,2,10,88.3333,11.6667,11.6667,
traingd,1.5467,0.015882,2,15,86.6667,13.3333,13.3333,
traingd,1.6115,0.017636,2,20,90,10,10,
traingd,1.6787,0.016576,2,25,91.6667,8.3333,8.3333,
traingd,1.782,0.013701,2,30,90,10,10,
traingd,2.0355,0.015882,2,35,90,10,10,
traingd,2.0934,0.013936,2,40,85,15,15,
traingd,2.1878,0.013647,2,45,90,10,10,
traingd,2.316,0.013725,2,50,88.3333,11.6667,11.6667,
traingd,2.4523,0.014179,2,55,90,10,10,
traingd,3.4398,0.023614,2,60,88.3333,11.6667,11.6667,
traingd,5.3577,0.040872,2,65,85,15,15,
traingd,4.5907,0.021603,2,70,86.6667,13.3333,13.3333,
traingd,3.4073,0.023882,2,80,90,10,10,
traingd,4.2638,0.025845,2,90,93.3333,6.6667,6.6667,
traingd,4.5144,0.014644,2,100,91.6667,8.3333,8.3333,
traingd,4.1253,0.035127,2,110,90,10,10,
traingd,4.5927,0.014857,2,120,88.3333,11.6667,11.6667,
traingd,4.699,0.015148,2,130,86.6667,13.3333,13.3333,
traingd,7.3287,0.014724,2,140,95,5,5,
traingd,5.5607,0.01446,2,150,88.3333,11.6667,11.6667,
traingd,5.2797,0.015513,2,160,91.6667,8.3333,8.3333,
traingd,6.0004,0.015718,2,170,90,10,10,
traingd,6.8883,0.014427,2,180,96.6667,3.3333,3.3333,
traingd,7.4597,0.015279,2,190,86.6667,13.3333,13.3333,
traingd,7.8185,0.01976,2,200,86.6667,13.3333,13.3333,
traingd,1.999,0.01474,3,1,58.3333,41.6667,41.6667,
traingd,2.1042,0.018471,3,2,33.3333,66.6667,66.6667,
traingd,1.7846,0.03123,3,3,51.6667,48.3333,48.3333,
traingd,1.5377,0.014449,3,4,56.6667,43.3333,43.3333,
traingd,1.5339,0.015055,3,5,65,35,35,
traingd,1.6494,0.016467,3,10,86.6667,13.3333,13.3333,
traingd,2.1063,0.021276,3,15,91.6667,8.3333,8.3333,
traingd,2.3272,0.019552,3,20,88.3333,11.6667,11.6667,
traingd,2.3612,0.014617,3,25,91.6667,8.3333,8.3333,
traingd,2.3415,0.014793,3,30,88.3333,11.6667,11.6667,
traingd,2.7088,0.016122,3,35,96.6667,3.3333,3.3333,
traingd,2.7496,0.016176,3,40,91.6667,8.3333,8.3333,
traingd,2.7622,0.016754,3,45,86.6667,13.3333,13.3333,
traingd,3.2478,0.018357,3,50,90,10,10,
traingd,3.2276,0.016801,3,55,91.6667,8.3333,8.3333,
traingd,3.4136,0.014829,3,60,96.6667,3.3333,3.3333,
traingd,4.0415,0.016802,3,65,90,10,10,
traingd,4.1853,0.020181,3,70,88.3333,11.6667,11.6667,
traingd,6.5987,0.016747,3,80,83.3333,16.6667,16.6667,
traingd,5.6092,0.016106,3,90,85,15,15,
traingd,4.7733,0.015936,3,100,90,10,10,
traingd,5.9461,0.025252,3,110,88.3333,11.6667,11.6667,
traingd,5.9499,0.021248,3,120,91.6667,8.3333,8.3333,
traingd,6.8884,0.017536,3,130,83.3333,16.6667,16.6667,
traingd,8.7071,0.017354,3,140,91.6667,8.3333,8.3333,
traingd,7.3434,0.017495,3,150,88.3333,11.6667,11.6667,
traingd,7.7964,0.017637,3,160,88.3333,11.6667,11.6667,
traingd,10.0411,0.022961,3,170,93.3333,6.6667,6.6667,
traingd,9.002,0.017502,3,180,86.6667,13.3333,13.3333,
traingd,9.3332,0.018292,3,190,90,10,10,
traingd,9.9367,0.019164,3,200,91.6667,8.3333,8.3333,
traingd,1.4521,0.017855,4,1,66.6667,33.3333,33.3333,
traingd,0.75153,0.016381,4,2,33.3333,66.6667,66.6667,
traingd,1.6247,0.016877,4,3,58.3333,41.6667,41.6667,
traingd,1.604,0.016407,4,4,68.3333,31.6667,31.6667,
traingd,1.6582,0.016364,4,5,61.6667,38.3333,38.3333,
traingd,1.9062,0.018798,4,10,78.3333,21.6667,21.6667,
traingd,2.4166,0.028313,4,15,83.3333,16.6667,16.6667,
traingd,2.1507,0.016395,4,20,86.6667,13.3333,13.3333,
traingd,2.3378,0.018177,4,25,88.3333,11.6667,11.6667,
traingd,4.29,0.016809,4,30,93.3333,6.6667,6.6667,
traingd,2.8416,0.018309,4,35,85,15,15,
traingd,2.9463,0.016366,4,40,96.6667,3.3333,3.3333,
traingd,3.2575,0.01924,4,45,91.6667,8.3333,8.3333,
traingd,3.3997,0.016754,4,50,86.6667,13.3333,13.3333,
