trainlm,0.047081,0.0066963,1,1,53.3333,46.6667,46.6667,
trainlm,0.037184,0.0065768,1,2,93.3333,6.6667,6.6667,
trainlm,0.040384,0.0068071,1,3,85,15,15,
trainlm,0.038196,0.0067181,1,4,90,10,10,
trainlm,0.040505,0.0066628,1,5,85,15,15,
trainlm,0.041596,0.0067464,1,10,91.6667,8.3333,8.3333,
trainlm,0.052316,0.006684,1,15,88.3333,11.6667,11.6667,
trainlm,0.062336,0.0069457,1,20,85,15,15,
trainlm,0.094159,0.0068219,1,25,86.6667,13.3333,13.3333,
trainlm,0.12329,0.0068288,1,30,86.6667,13.3333,13.3333,
trainlm,0.12717,0.0068424,1,35,93.3333,6.6667,6.6667,
trainlm,0.22671,0.0068684,1,40,86.6667,13.3333,13.3333,
trainlm,0.23658,0.0067522,1,45,86.6667,13.3333,13.3333,
trainlm,0.042259,0.0074244,2,1,55,45,45,
trainlm,0.051168,0.0075382,2,2,88.3333,11.6667,11.6667,
trainlm,0.0445,0.0074488,2,3,88.3333,11.6667,11.6667,
trainlm,0.046213,0.0074075,2,4,70,30,30,
trainlm,0.046514,0.0075602,2,5,86.6667,13.3333,13.3333,
trainlm,0.057615,0.0075192,2,10,88.3333,11.6667,11.6667,
trainlm,0.13194,0.007914,2,15,93.3333,6.6667,6.6667,
trainlm,0.2532,0.0076073,2,20,91.6667,8.3333,8.3333,
trainlm,0.51368,0.0078926,2,25,85,15,15,
trainlm,0.9911,0.0079593,2,30,91.6667,8.3333,8.3333,
trainlm,3.3301,0.0078639,2,35,88.3333,11.6667,11.6667,
trainlm,4.472,0.0080323,2,40,88.3333,11.6667,11.6667,
trainlm,6.177,0.0078621,2,45,85,15,15,
trainlm,0.069698,0.0084266,3,1,61.6667,38.3333,38.3333,
trainlm,0.072687,0.0084601,3,2,91.6667,8.3333,8.3333,
trainlm,0.051766,0.0081144,3,3,80,20,20,
trainlm,0.048149,0.0081962,3,4,88.3333,11.6667,11.6667,
trainlm,0.050064,0.0080888,3,5,86.6667,13.3333,13.3333,
trainlm,0.099411,0.0084582,3,10,81.6667,18.3333,18.3333,
trainlm,0.23776,0.0086925,3,15,85,15,15,
trainlm,0.52234,0.0098468,3,20,91.6667,8.3333,8.3333,
trainlm,2.7271,0.0086484,3,25,93.3333,6.6667,6.6667,
trainlm,3.9954,0.0086922,3,30,91.6667,8.3333,8.3333,
trainlm,7.5858,0.0085733,3,35,88.3333,11.6667,11.6667,
trainlm,25.0452,0.0086385,3,40,88.3333,11.6667,11.6667,
trainlm,15.8574,0.0089847,3,45,88.3333,11.6667,11.6667,
trainlm,0.067442,0.0087124,4,1,56.6667,43.3333,43.3333,
trainlm,0.076913,0.0089998,4,2,66.6667,33.3333,33.3333,
trainlm,0.059394,0.0088742,4,3,91.6667,8.3333,8.3333,
trainlm,0.062208,0.0088075,4,4,83.3333,16.6667,16.6667,
trainlm,0.060042,0.0087027,4,5,90,10,10,
trainlm,0.14974,0.0088984,4,10,81.6667,18.3333,18.3333,
trainlm,0.39449,0.0092059,4,15,85,15,15,
trainlm,1.8667,0.009451,4,20,95,5,5,
trainlm,3.3558,0.0096971,4,25,90,10,10,
trainlm,12.5119,0.0092772,4,30,90,10,10,
trainlm,28.1217,0.0099253,4,35,90,10,10,
trainlm,27.8252,0.0095612,4,40,91.6667,8.3333,8.3333,
trainlm,67.2942,0.013605,4,45,85,15,15,
trainbr,0.157,0.0068859,1,1,60,40,40,
trainbr,0.038817,0.0065016,1,2,88.3333,11.6667,11.6667,
trainbr,0.043393,0.0064509,1,3,85,15,15,
trainbr,0.064614,0.0067941,1,4,85,15,15,
trainbr,0.068969,0.0064893,1,5,83.3333,16.6667,16.6667,
trainbr,0.098677,0.0065756,1,10,85,15,15,
trainbr,0.18655,0.0066314,1,15,86.6667,13.3333,13.3333,
trainbr,0.2136,0.0066453,1,20,83.3333,16.6667,16.6667,
trainbr,0.55072,0.0068617,1,25,88.3333,11.6667,11.6667,
trainbr,0.70135,0.0066951,1,30,88.3333,11.6667,11.6667,
trainbr,0.6307,0.0071989,1,35,85,15,15,
trainbr,1.0454,0.0069272,1,40,88.3333,11.6667,11.6667,
trainbr,1.3881,0.0066972,1,45,86.6667,13.3333,13.3333,
trainbr,1.5039,0.0073864,2,1,45,55,55,
trainbr,0.052305,0.0073933,2,2,86.6667,13.3333,13.3333,
trainbr,0.060447,0.0072901,2,3,85,15,15,
trainbr,0.093152,0.0075841,2,4,83.3333,16.6667,16.6667,
trainbr,0.080015,0.0074105,2,5,86.6667,13.3333,13.3333,
trainbr,0.14848,0.0074863,2,10,86.6667,13.3333,13.3333,
trainbr,0.47205,0.0076278,2,15,33.3333,66.6667,66.6667,
trainbr,0.99858,0.0075201,2,20,33.3333,66.6667,66.6667,
trainbr,2.7566,0.0078328,2,25,33.3333,66.6667,66.6667,
trainbr,6.9793,0.0078301,2,30,33.3333,66.6667,66.6667,
trainbr,12.5655,0.0077036,2,35,33.3333,66.6667,66.6667,
trainbr,24.3144,0.0078612,2,40,33.3333,66.6667,66.6667,
trainbr,34.2414,0.0081283,2,45,33.3333,66.6667,66.6667,
trainbr,1.7558,0.0080595,3,1,65,35,35,
trainbr,0.066935,0.0084736,3,2,88.3333,11.6667,11.6667,
trainbr,0.073231,0.0083921,3,3,88.3333,11.6667,11.6667,
trainbr,0.10131,0.0084036,3,4,88.3333,11.6667,11.6667,
trainbr,0.13716,0.0092129,3,5,88.3333,11.6667,11.6667,
trainbr,0.27964,0.0096611,3,10,33.3333,66.6667,66.6667,
trainbr,1.0739,0.0088549,3,15,33.3333,66.6667,66.6667,
trainbr,4.1982,0.0086382,3,20,58.3333,41.6667,41.6667,
trainbr,6.6291,0.0086056,3,25,33.3333,66.6667,66.6667,
trainbr,25.5865,0.01263,3,30,33.3333,66.6667,66.6667,
trainbr,41.4404,0.0085579,3,35,33.3333,66.6667,66.6667,
trainbr,66.5795,0.0091848,3,40,33.3333,66.6667,66.6667,
trainbr,89.136,0.0088175,3,45,33.3333,66.6667,66.6667,
trainbr,0.073107,0.0086475,4,1,33.3333,66.6667,66.6667,
trainbr,0.072861,0.0086086,4,2,33.3333,66.6667,66.6667,
trainbr,0.076504,0.0088996,4,3,33.3333,66.6667,66.6667,
trainbr,0.13501,0.0087061,4,4,81.6667,18.3333,18.3333,
trainbr,0.12177,0.0086309,4,5,86.6667,13.3333,13.3333,
trainbr,0.44074,0.00879,4,10,33.3333,66.6667,66.6667,
trainbr,1.8873,0.0089445,4,15,33.3333,66.6667,66.6667,
